keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,name,reviews,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
trust attorney near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,6,"Trust Attorneys near Sherman Oaks, CA | Better Business Bureau",https://www.bbb.org/us/ca/sherman-oaks/category/trust-attorney,"BBB Directory of Trust Attorneys near Sherman Oaks, CA. Your guide to trusted BBB Ratings, customer reviews and BBB Accredited businesses.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,bbb.org,91,71,11,556189337,359732,681120272,,
trust attorney near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,8,Law Office of Rodney Gould: Estate Planning & Probate Attorney in ...,https://rodneygouldlaw.com/,"Start preparing for the future today with a clear, thorough estate plan including wills, trusts, power of attorney, and more. Schedule a free consultation ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rodneygouldlaw.com,18,27,1,351,104,3576,,
intellectual property and patent lawyers,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,5,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
intellectual property and patent lawyers,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,7,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
intellectual property and patent lawyers,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,9,"Jason Skinder, Sherman Oaks, California, United States of America",https://www.parkerip.com/ip-directory/member-details?MemberID=26266&Name=Jason-Skinder&City=Sherman-Oaks&State=California&Country=&PracticeArea=,"Jason Skinder ; Phone, 818-986-1816 ; Fax ; Email ; Web, http:// ; Practice Area, Patent.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,parkerip.com,28,36,1,5343,907,53448,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,2,"Copyrights | Los Angeles, California Intellectual Property Lawyer",https://www.milordlaw.com/practice-areas/copyrights/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Intellectual Property and Patent ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,Missing: infringement lawyer,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,7,Los Angeles Copyright Infringement Lawyer | Sherman Oaks ...,https://www.kleinlitigation.com/los-angeles-copyright-infringement-lawyer-sherman-oaks-business-litigation/,"We represent clients in intellectual property matters, and you can contact our firm at [number], or you can visit our website and fill out a contact form to let ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,kleinlitigation.com,14,29,1,4939,158,17928,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,9,Los Angeles Attorney Melissa K. Dagodag,https://melissakdagodag.com/,"My Los Angeles law office serves successful small businesses, entrepreneurs and creatives. Trademarks and Copyrights Learn about my services and the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,melissakdagodag.com,20,27,1,212,77,937,,
copyright infringement lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,10,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,1,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,2,Estate Planning Lawyer in Sherman Oaks | Call (818) 285-2850,https://talailaw.com/areas-we-serve/sherman-oaks/,Need an estate planning lawyer in Sherman Oaks? Call (818) 285-2850 for a free consultation with our experienced estate planning attorney.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,talailaw.com,14,24,1,138,40,15104,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,Hire the Best Estate Planning Attorney in the Sherman Oaks ...,https://singhlawfirm.com/best-estate-planning-attorney-in-the-sherman-oaks-california-area/,"The Singh Law Firm, reviewed as the best estate planning attorney in the Sherman Oaks, California area, offers services from basic wills to complex estate ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,singhlawfirm.com,26,38,1,1833,421,28114,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,4,Home - Estate Planning Attorney Sherman Oaks | Sara Polinsky ...,https://www.polinskylaw.net/,"Sara Polinsky, Estate Planning and Elder Law Attorney has been providing comprehensive planning for Estate and Long Term Care issues. She services clients ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,polinskylaw.net,9,26,5,159,62,434,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,7,Law Office of Rodney Gould: Estate Planning & Probate Attorney in ...,https://rodneygouldlaw.com/,"Start preparing for the future today with a clear, thorough estate plan including wills, trusts, power of attorney, and more. Schedule a free consultation ...",,,,,,,,,,,rodneygouldlaw.com,18,27,1,351,104,3576,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,8,"Sherman Oaks Trust Litigation, Probate & Estate Planning : OC ...",https://www.octrustslawyer.com/law-offices/sherman-oaks-trust-estate-planning/,"OCTrustsLawyer.com is a top trust litigation, probate and estate planning law firm serving the residents of Sherman Oaks and greater LA.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,octrustslawyer.com,23,26,1,1579,134,10209,,
trust will lawyer,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,10,Trust Fund Lawyer in Sherman Oaks | Call (818) 285-2850,https://talailaw.com/areas-we-serve/trust-fund-lawyer-in-sherman-oaks/,"Our Trust Fund Lawyer in Sherman Oaks will work closely with you to understand your objectives, assess your assets and liabilities, and create a trust ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,talailaw.com,14,24,1,138,40,15104,,
estate lawyers near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,3,"Probate, Estate, Elder, Trust Attorney Los Angeles, California",https://stevensonlawoffice.com/,"Stevenson Law Office is a leading firm for trust and estate litigation and administration and probate services for clients in Los Angeles, Sherman Oaks, Long ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,stevensonlawoffice.com,22,32,3,1150,181,2750,,
estate lawyers near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,5,Sherman Oaks Trust Sirkin Law | Attorneys Lawyers Los Angeles ...,http://shermanoakstrust.com/,"Sirkin is a Certified Specialist attorney in the areas of Estate Planning, Probate and Trust Law by the State Bar of California Board of Legal Specialization.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,shermanoakstrust.com,1,14,-1,8,7,8,,
estate lawyers near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,6,Home - Estate Planning Attorney Sherman Oaks ... - Los Angeles,https://www.polinskylaw.net/,"Sara Polinsky, Estate Planning and Elder Law Attorney has been providing comprehensive planning for Estate and Long Term Care issues.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,polinskylaw.net,9,26,5,159,62,434,,
estate lawyers near me,Sherman Oaks,EstatePlanning-HighVolume -- Sherman Oaks.xlsx,9,Law Office of Rodney Gould: Estate Planning & Probate Attorney in ...,https://rodneygouldlaw.com/,"CONTACT ME TODAY. Call or fill out this form to set up your own free case ... Sherman Oaks, CA 91403 · (818) 740-3763. Fax: (888) 270-7649. Sun By Appt Only.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rodneygouldlaw.com,18,27,1,351,104,3576,,
intellectual property attorney near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,6,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
intellectual property and patent lawyer,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
intellectual property and patent lawyer,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,6,"Jason Skinder, Sherman Oaks, California, United States of America",https://www.parkerip.com/ip-directory/member-details?MemberID=26266&Name=Jason-Skinder&City=Sherman-Oaks&State=California&Country=&PracticeArea=,"Firm Name, Jason Skinder. Contact Person, Jason Skinder. Designation. Physical Address, 4713 Vesper Ave. Postal Address. City, Sherman Oaks.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,parkerip.com,28,36,1,5343,907,53448,,
intellectual property and patent lawyer,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,7,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Milord A. Keshishian practices law with a focus on intellectual property rights. His training and experience includes the areas of patent, trademark, copyright.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
intellectual property attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,1,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
intellectual property attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,6,"Jason Skinder, Sherman Oaks, California, United States of America",https://www.parkerip.com/ip-directory/member-details?MemberID=26266&Name=Jason-Skinder&City=Sherman-Oaks&State=California&Country=&PracticeArea=,"Firm Name, Jason Skinder. Contact Person, Jason Skinder. Designation. Physical Address, 4713 Vesper Ave. Postal Address. City, Sherman Oaks.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,parkerip.com,28,36,1,5343,907,53448,,
intellectual property attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,8,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Milord A. Keshishian practices law with a focus on intellectual property rights. His training and experience includes the areas of patent, trademark, copyright.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
intellectual property law firms in sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,4,Stubbs Alderton & Markiles Attorneys Assist Clients With Every ...,https://stubbsalderton.com/,"Stubbs Alderton & Markiles Attorneys specialize in corporate, VC, M&A, Business Litigation, Intellectual Property, Entertainment, Public Securities.",,,,,,,,,,,stubbsalderton.com,37,39,8,9657,586,143752,,
intellectual property law firms in sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,8,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
intellectual property law firms in sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,10,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,,,,,milordlaw.com,19,28,3,23759,149,24453,,
intellectual property lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,5,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,,,,,milordlaw.com,19,28,3,23759,149,24453,,
intellectual property lawyer near me,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,10,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade",,,,,,,,,,,netshemlaw.com,22,27,1,835,85,1608,,
patent attorney dallas,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,4,"Daniel Valenzuela, Dallas Attorney - Barnes & Thornburg LLP",https://btlaw.com/people/daniel-valenzuela,"Daniel's practice encompasses the full range of patent litigation matters, including invalidity and infringement contentions, discovery disputes, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,btlaw.com,52,51,6,203559,5632,1368130,,
patent attorney dallas,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,7,"Best Patent Attorneys in Sherman Oaks, California | Patent Lawyers ...",https://us.sulekha.com/sherman-oaks-ca/patent-attorneys,"Find Indian Patent Attorneys in Sherman Oaks, CA - We provide list of top Patent Attorneys, Patent Lawyers, Patent Law Firms and Patent Law Attorney in ...",,,,,,,,,,,us.sulekha.com,0,0,0,0,0,0,,
patent attorney dallas,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,8,"Patent Attorney Jobs, Employment in Sherman Oaks, CA | Indeed","https://www.indeed.com/q-patent-attorney-l-sherman-oaks,-ca-jobs.html","45 Patent Attorney jobs available in Sherman Oaks, CA on Indeed.com. Apply to Patent Agent, Patent Attorney, Litigation Associate and more!",,,,,,,,,,,indeed.com,91,74,3,790145296,369712,1482268110,,
patent attorney dallas,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,9,"Our Firm - Carstens, Allen & Gourley",https://www.caglaw.com/our-firm/,Missing: Sherman Oaks,,,,,,,,,,,caglaw.com,24,25,1,4116,128,24435,,
patent attorney dallas,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,10,"Patent Attorney Jobs, Employment in Sherman Oaks, CA | Indeed",https://www.indeed.com/m/jobs?q=Patent+Attorney&l=Sherman+Oaks%2C+CA,"46 Patent Attorney jobs available in Sherman Oaks, CA on Indeed.com. Apply to Patent Attorney, Patent Agent, Counsel and more!",,,,,,,,,,,indeed.com,91,74,3,790145296,369712,1482268110,,
patent and trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,3,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
patent and trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,4,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade ...",,,,,,,,,,,netshemlaw.com,22,27,1,835,85,1608,,
patent and trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,9,"Jason Skinder, Sherman Oaks, California, United States of America",https://www.parkerip.com/ip-directory/member-details?MemberID=26266&Name=Jason-Skinder&City=Sherman-Oaks&State=California&Country=&PracticeArea=,"Jason Skinder ; Phone, 818-986-1816 ; Fax ; Email ; Web, http:// ; Practice Area, Patent.",,,,,,,,,,,parkerip.com,28,36,1,5343,907,53448,,
patent attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,4,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Law Offices of Netzah & Shem-Tov, law firm specializing in protecting your intellectual property including trademarks, copyrights, patents and trade ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,netshemlaw.com,22,27,1,835,85,1608,,
patent attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,6,"Jason Skinder, Sherman Oaks, California, United States of America",https://www.parkerip.com/ip-directory/member-details?MemberID=26266&Name=Jason-Skinder&City=Sherman-Oaks&State=California&Country=&PracticeArea=,"Jason Skinder ; Phone, 818-986-1816 ; Fax ; Email ; Web, http:// ; Practice Area, Patent.",,,,,,,,,,,parkerip.com,28,36,1,5343,907,53448,,
patent attorney sherman oaks,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,9,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,,,,,milordlaw.com,19,28,3,23759,149,24453,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,1,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,A skilled Sherman Oaks DUI attorney at our DUI defense firm can ... Sherman Oaks | Sherman Oaks Drunk Driving Defense Lawyer Kraut Criminal & DUI Lawyers.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,DUI Attorney Sherman Oaks - My Rights Law,https://www.myrightslawgroup.com/dui-lawyer-sherman-oaks-ca/,Our Sherman Oaks DUI lawyers will craft a personalized defense strategy based on the unique facts of your case. This may include challenging the evidence or ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,myrightslawgroup.com,55,42,1,16021,926,380865,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,DUI | Sherman Oaks Criminal Defense Lawyer Killedjian Law ...,https://www.klc4law.com/dui.html,"We represent clients in both criminal and administrative DUI hearings, defending their freedom as well as their right to drive.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,klc4law.com,5,18,5,121,15,655,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,4,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,"Ross Howell Sobel has extensive experience in representing individuals who have been charged with Drunk Driving-better known as “DUI,” or Driving Under the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,rosshsobel.com,19,29,12,853,120,6259,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,5,DUI Attorney Sherman Oaks - California Criminal Defense Center,https://criminaldefensecorp.com/dui-lawyer-sherman-oaks/,"To schedule a free and confidential telephone consultation with Mr. Fakhimi, please call California Criminal Defense Center at 1-800-DUI-KING (1-800-384-5464).",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,criminaldefensecorp.com,17,34,1,7953,360,10001,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,6,Sherman Oaks DUI Attorney - The DUI ManThe DUI Man,https://dui1guy.com/sherman-oaks-dui-attorney/,"Get a Free Consultation from a top Sherman Oaks DUI Attorney – (888) 384-1489 ... Your attorney's experience with DUI, negotiation & litigation abilities, and ...",,,,,,,,,,,dui1guy.com,23,32,-1,1463,201,1463,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,7,Sigal Law Group | Sherman Oaks | Criminal Defense,https://www.la-criminal-defense.com/,DUI Defense · Arrest · DUI Laws · First Offense DUI · Second Offense DUI · Van Nuys DUI · Felony DUI · Federal Crimes · Mail Fraud · Credit Card Fraud in Los ...,,,,,,,,,,,la-criminal-defense.com,20,32,22,2148,328,63010,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,8,"Shouse Law Group: An Aggressive, Proactive Approach to all Cases",https://www.shouselaw.com/,"Our California DUI defense attorneys include former DUI prosecutors and law ... Sherman Oaks, CA 91403. Phone: (818) 921-7575. 14500 Roscoe Blvd Suite ...",,,,,,,,,,,shouselaw.com,60,53,2,361460,17092,400924,,
dui defense,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,10,Criminal Defense Attorneys | DUI/DWI Lawyers California,https://www.chesleylawyers.com/,"We are highly-skilled, aggressive, and knowledgeable criminal defense and DUI lawyers in California with extensive experience practicing criminal law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,chesleylawyers.com,32,35,3,5297,695,69489,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,2,Ross Howell Sobel: Van Nuys DUI Attorney - Sherman Oaks DUI ...,https://www.rosshsobel.com/,"Ross Howell Sobel has extensive experience in representing individuals who have been charged with Drunk Driving-better known as “DUI,” or Driving Under the ...",,,,,,,,,,,rosshsobel.com,19,29,12,853,120,6259,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,3,Sherman Oaks DUI Lawyer - Kraut Law Group,https://www.losangelescriminallawyer.pro/sherman-oaks.html,A skilled Sherman Oaks DUI attorney at our DUI defense firm can help ... Sherman Oaks | Sherman Oaks Drunk Driving Defense Lawyer Kraut Criminal & DUI Lawyers.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,4,DUI | Sherman Oaks Criminal Defense Lawyer Killedjian Law ...,https://www.klc4law.com/dui.html,"We represent clients in both criminal and administrative DUI hearings, defending their freedom as well as their right to drive.",,,,,,,,,,,klc4law.com,5,18,5,121,15,655,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,5,Sherman Oaks DUI Attorney - Hurwitz Law Group,https://hurwitzlawgroup.com/sherman-oaks/dui-attorney/,"Here at Hurwitz Law Group, Inc., we defend our Sherman Oaks area clients against all types of state and federal charges. We have successfully mitigated DUI case ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,hurwitzlawgroup.com,28,40,1,1414,477,21555,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,6,Criminal Defense Attorneys | DUI/DWI Lawyers California,https://www.chesleylawyers.com/,"We are highly-skilled, aggressive, and knowledgeable criminal defense and DUI lawyers in California with extensive experience practicing criminal law.",,,,,,,,,,,chesleylawyers.com,32,35,3,5297,695,69489,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,7,"Jacob Khachatryan | DUI Attorney | Sherman Oaks, CA | 323-880-4000",https://www.ncdd.com/attorneys/3520-jacob-khachatryan,Jacob Khachatryan is a DUI and Criminal Defense Trial Attorney with a vast experience and a 92% success rate in trial.,,,,,,,,,,,ncdd.com,35,45,3,41233,2179,380688,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,8,"Shouse Law Group: An Aggressive, Proactive Approach to all Cases",https://www.shouselaw.com/,Our California DUI defense attorneys include former DUI prosecutors and law enforcement officers with decades of experience both prosecuting and defending cases ...,,,,,,,,,,,shouselaw.com,60,53,2,361460,17092,400924,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,9,Sherman Oaks DUI and Criminal Defense - Phil Hache Law Office,https://www.philhachelaw.com/sherman-oaks/,"If you were arrested for a DUI, Criminal Charge, or a traffic ticket in Sherman Oaks, CA, call (818) 336-1384 for a free consultion with Attorney Phil ...",,,,,,,,,,,philhachelaw.com,23,24,1,4019,139,146485,,
dui attorney,Sherman Oaks,DUI-HighVolume-- Sherman Oaks.xlsx,10,Sigal Law Group | Sherman Oaks | Criminal Defense,https://www.la-criminal-defense.com/,Trustworthy and Excellent Lawyer. I got a DUI in 2012 and I mistakenly refused to take the breath analyzer- I was very scared and confused. Mr. Vitali..,,,,,,,,,,,la-criminal-defense.com,20,32,22,2148,328,63010,,
sherman oaks trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,2,"Trademarks Attorney Sherman Oaks, Patent Registration ...",https://www.netshemlaw.com/intellectual-property,"Contact Netzah & Shem-Tov to speak with one of our attorneys Today! Don't wait till it's too late, call today 818-995- ...",,,,,,,,,,,netshemlaw.com,22,27,1,835,85,1608,,
sherman oaks trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,5,Los Angeles Trademark Attorney | California Patent Lawyer | Milord ...,https://www.milordlaw.com/,"Call (310) 226-7878 - Milord & Associates, PC. is dedicated to serving our clients with a range of legal services including Trademark and Patent cases.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,,,milordlaw.com,19,28,3,23759,149,24453,,
sherman oaks trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,6,"TOP 10 BEST Trademark Attorney near Sherman Oaks, Los Angeles ...",https://m.yelp.com/search?find_desc=Trademark+Attorney&find_loc=Sherman+Oaks%2C+Los+Angeles%2C+CA,"Where are the best Trademark Attorney in Los Angeles, CA? Find information on Yelp-reviewed businesses - Omni Legal Group, The Trademark Guy, Peter D Gordon ...",,,,,,,,,,,m.yelp.com,0,0,0,0,0,0,,
sherman oaks trademark attorney,Sherman Oaks,Intellectual Property-LongTail-- Sherman Oaks.xlsx,8,"Jason Skinder, Sherman Oaks, California, United States of America",https://www.parkerip.com/ip-directory/member-details?MemberID=26266&Name=Jason-Skinder&City=Sherman-Oaks&State=California&Country=&PracticeArea=,"Jason Skinder. Parker & Parker Company - Patent and Trademark Attorneys - India ... Sherman Oaks. State, California. Postal Code, 91403. Country, United States of ...",,,,,,,,,,,parkerip.com,28,36,1,5343,907,53448,,
